Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
B0006E4RYA,Soldiers of fortune (The Epic of flight),,A3F0AFTVKFAMZZ,Marvin D. Pipher,4/4,3.0,1188777600,The adventures of those fliers for whom the price was right . . .,"This is one of a series of books, by Time Life, which explores the history of aviation from its earliest stages up to the jet age (circa 1981). This particular volume presents a portion of that history from the standpoint of those who volunteered their services, generally for high pay, to fly for foreign powers, most often in secret and under extremely hazardous conditions. Their story is presented in five chapters. The first covers the early days; the second, the Spanish Civil War; the third, ""The Flying Tigers;"" the fourth, what the book terms ""an airborne knight-errant;"" and the fifth, the broader war in Southeast Asia which led to and culminated with the end of the Vietnam War.I bought this book primarily because of the chapter about the American Volunteer Group (AVG), better known as the Flying Tigers. That chapter intrigued me but, based on the book's title I also I hoped to learn a little more about the Lafayette Escadrille. In both regards, I was, somewhat disappointed. Surprisingly, little was said about the Lafayette Escadrille, and, for some inexplicable reason, the chapter on the Flying Tigers seemed to concentrate on the adventures of Gregory ""Pappy"" Boyington, who, based on everything I've ever read, was one of the AVG's lesser lights. To make matters worse, much that was said about Boyington didn't quite agree with what I thought I already knew.The rest of the book, however, was very interesting and quite informative. I learned a lot of history, particularly about the Spanish Civil War and the events leading up to the Vietnam War. I also learned what Claire Chenault did after his AVG folded and World War II came to an end. I also encountered some very interesting and unusual flyers about whom I previously knew nothing. The most interesting of these was the subject of Chapter 4, Sweden's Count Carl Gustave von Rosen, a man who always tried to fly for the right cause and who, unlike his fellow mercenaries, charged only a nominal wage and if the need arose would serve at his own expense. It's sad that Rosen met such a cruel end, but one can hope that he is remembered and recognized in Sweden for the hero he was in life.As for the book: I would recommend it to anyone interested in aviation history, especially history told from the perspective of those few aviation adventurers who were willing to put their lives on the line for someone else's cause (as long as the price was right)."
B000OUU17S,Incident at Badamya,,A3L08WCNKS8AFA,P. Davis,0/3,2.0,1274486400,Not as expected,I was surprised that this was an old library book. The pages were very yellow and it smelled musty.
B000U2M5HO,Jude the Obscure,,A2OO4X0JJY0559,Tracy Kaufman,2/3,5.0,972086400,this book is AMAZING,"I can hardly put into words how much I loved this book. Granted, if you're looking for a light-hearted read with a happy ending, then this is not for you, but if you love to be moved deeply and if you love books that can move you to tears and send chills down your spine with their final sentences, then this is the book for you. I repeat: this book is wonderful beyond belief."
1588465845,Mage the Awakening DELUXE SCREEN,,A31QYFL810FAW,B. Schenck,7/7,4.0,1130112000,Excellent product,"I think that the Storyteller's Screens put out by White Wolf have only done nothing but improve over time. In year's past, the screens were slightly flexible and not nearly as sturdy as they should have been, and not nearly as nice looking as they could have been. This one is definitely nicely done.Firstly, the screen itself is made of the same material as the hardcover books you buy from White Wolf. In and of itself, this is a huge leap forward, as the screen is about as sturdy as you can get, at the same time being easily folded up for transportation. It's also a nicely sized screen, covering plenty of area that you want to obscure. And the cover itself is very similar to the designs and patterns on the Mage book.The screen has plenty of information from the original WoD book (so you don't need to have it open all the time), as well as plenty of material from the Mage book itself. Definitely something that makes it a bit easier on the spines of those hardcover books (which is a shame to damage in the case of the very beautiful looking Mage book). In some respects, it's almost too packed, as there is literally information all over the 4 folding sections of the screen. So, you definitely get what you paid for.Which is really my only complaint; the screen is almost too full of information. So, it can be hard to find stuff as there's a lot up there. The large type face makes things fairly easy to find, but it still has a lot all over the sections facing the Storyteller. Many might find this a hard complaint, as the more information available at a glance the better... But there's always some little bit of less referenced information that can be left off.Still, all in all, it's an excellent piece of work. For the $14 or so price, it's worth it."
B0007ENG4G,The travels of Marco Polo: The Venetian,,,,1/9,5.0,885945600,My book is one of the best. Milton Rugoff.,My book is one of the best Marco Polo books for elementary age kids to learn about a great person who discovered a great mass of knowlge. Milton Rugoff
0785212167,Believer's Bible Commentary,24.91,ATW8OIPE4ZNRE,Judi Johnson,0/0,5.0,1357084800,made a wonderful Christmas gift for my daughter,"it was perfect! I was at a loss as to what to get my grown daughter. She teaches a women's Sundat school class, and this seemed to be the perfect gift for her!"
B000KAHM5Q,Love You Forever,,A2V3RJLVFNA1QN,A. Martin,0/0,5.0,1213142400,Grear book!!,"I really think that people are over analyzing this book. It's a sweet book and it's meant for children. Yes, a little dramatized but all children books are. I mean, we read to them about animals and monsters. My mom read it to me and now I read it to my son. Nothing creepy unless you make out to be. I love this book but if you don't, just don't read it. No need for harsh criticism!!"
B000NLSAKI,The Winter of Our Discontent,,APCSYUM45ZCQR,"Patrick B. Flynn ""Trick""",1/2,4.0,1229817600,Discontent Inspires Minor Disappointment,"I was pleased, but not enraptured. Whereas ""East of Eden"" or ""Of Mice and Men"" provide the reader with beautifully rich characters wrapped in poetic narrative, ""The Winter of Our Discontent"" offers an expanded cast encased in a comparatively mediocre prose.Ethan Hawley--grocery store clerk, heir of a small town American legacy, father, husband, and friend--is the books sole intriguing character. Tempted by greed, lust, violence, and crime--through which he skates unscathed-- Ethan's struggles lead to his near suicide which is prevented by love for his daughter and a desire to see his name thrive.Ethan's relationship with and attitude toward his children is where this story shines. This alone makes it a novel worth reading. He is brutal in pointing out his children's flaws, but constant in his love and devotion towards them.Overall, not my favorite Steinbeck, but it was surely interesting. The few brilliantly poetic sentences interspersed in passable prose kept me reading.Yes, I will deign to give this book a completely subjective letter grade: B+."
0451515242,Emma (Signet classics),,A1PNE9GR9XCUST,Tammy,1/3,4.0,949104000,Light and Fun Reading,Emma is a wonderful story. It's a timeless story and worth reading. Very light and amusing.
0449234088,The Godfather,,,,0/0,5.0,929059200,A beautiful insight,"First of all, I absolutely love the movies (Godfather I and Godfather II). Now I feel I can say the same for the book. (Who would have ever guessed Michael had a little sense of humor underneath his cool exterior?) It really gives you some depth to the characters, but action at the same time. So either way you can't put it down! I can't wait to watch the movie again :)"
B000IN5O5U,Behind the Lines,,,,1/2,4.0,930182400,Another great one from Griffin,"BEHIND THE LINES is yet another riveting novel in the Corps series from W.E.B. Griffin. Read ALL of his fine novels, he is the master. I've just finished the new WWII airwar novel, THE TRIUMPH AND THE GLORY, which, by the way, was terrific, and plan to read again the Brotherhood of War books. I'll have a busy summer but will enjoy every minute."
0870000993,The Gods of Atheism,,A1OYQ7SMAHPTWR,R. A. Gurnack,17/18,5.0,947635200,An Opposite Point of View,"I have read the &quot;Gods of Atheism&quot; by Vincent Miceli, SJ, and was impressed with the approach that he took; I think my fellow philosophy book reader has overlooked some of the important nuances that Father Miceli authored. Philosophy is not written in a vacuum, nor do philosophers live in white towers; by describing the lives of these men and revealing their attitudes as well as their principles, one can better understand the impetus and force their particular philosophical approach took. Their individual philosophy lends itself to a self jusitification of their living, and, for whatever merit their rationalization has, it can hardly be separated from their everyday concrete experiences. Though brilliant in thought, nevertheless, their psychology and desires are more often served by their philosophys than not. And as a result what can be said is that we can ""see"" a reason for a Feuerbach, a Nietzsche, a Marx or Comte, but there is no reason to be a Feuerbachian, a Nietzschian, a Marxist or Comtean."
0451515471,Tess of the D'Urbervilles,,AV7PNPRLPMSIS,"Allison Ramsay ""Allie R""",1/2,5.0,1175126400,Incredible Literary Work,"Tess of the d'Urbervilles is an outstanding piece of literature. It follows the struggles of its protagonist through life in the 1900s. Anyone who is interested in literature to the slightest degree must read this novel. It is captivating, spellbinding, and heartwrenching. Rarely do I cry while reading a novel, but I was weeping throughout this book. The incredible journey Tess goes on is unmatched by any other piece of literature to date."
1586216147,The Notebook,,,,0/0,5.0,922406400,A tear can't touch this: get the tissues ready!!,"I have visited New Bern many times and to see the city come to life and the story of love take such pivotal turns just makes it impossible to put the book down. I read the entire thing in 2 hours. Well worth the $6 for all of those people who seem to lack a heart or any sense of emotion. This love story beats anything I have ever read, including Romeo and Juliet. Sparks is a master of emotion, both male and female. How often do you find a man who can write both sides of the gender. All I know is I would love to be Alli (all but the illness part )and I am forever in search of Noah!!"
B0008C6UTK,This believing world: A simple account of the great religions of mankind,,A2Z2EG3L53K3H5,Wayne Mueller,0/0,5.0,1354060800,perspective,Lewis Browne wrote this long before the issues of today....great historical look at how we got to where we are.
B00005X68L,Where the Heart is,,A2IFIF0W79F6BQ,misty,3/7,5.0,943142400,BELIEVE,I THOUGHT THIS WAS AN EXCELLENT BOOK... I HAVE ALWAYS WONDER IF PEOPLE REALLY DID LIVE IN STORES AFTER HOURS! I ALSO THINK THAT THIS BOOK IS FOR GIRLS WHO HAVE BOYFRIENDS THAT TREAT THEM LIKE DIRT SHOULD READ THIS BOOK... IT GAVE ME A WHOLE NEW MEANING OF LIFE AND A NEW MEANING OF MEETING NEW PEOPLE
9562911306,Pride and Prejudice,,AK70VVF58MQZ5,Danielle,2/3,5.0,1140134400,To all who dream of a Fitzwilliam Darcy,"I am one of those people who reads the classics simply because it's a good thing to do. With dreams of someday becoming a writer, it almost seems necessary to me to read all of the great works. That was what started me on reading Pride and Predjudice. I was completely sucked in!From the first paragraph about the ""obvious"" intentions of a bachelor and his wishes to marry, to the ending underplayed scenes between Mr. Darcy and Elizabeth, this book is an utter delight from the get-go. Lizzy is by far the best female protagonist I have ever read about. I can relate to her on nearly every level and was thoroughly engrossed in the story.When you begin having dreams of being a character in a book, you know that the book has taken you to a new level. This one had me dreaming for weeks. I recommend it to anyone and everyone who wants a good classic story. You'll never forget it."
B000N6R4AA,NEW EARTH,,A2QCUIT692FRUZ,Sherry Hawkins,1/3,5.0,1338076800,Enjoyed this Book!,"Though I had to read each chapter over and over for the message to sink in, I found it to be a great book, with many lessons. The most difficult for most is to make decisions that aren't based from ones ego. Its very thought provoking and well worth the necessary studying to achieve a better understanding."
B000OUFEOI,Corporate Finance: A Focused Approach,,A3S9Q5NWQKBQZ,Joseph Chong,1/12,1.0,1166140800,Amazon Messed up my order,"Amazon shipped me a $30 book in place of this textbook. Nice trick, I hope I don't have problem receiving a refund. I needed this textbook for class, now I have to shop somewhere else. Great job Amazon, count me as a former customer."
0689841140,What My Mother Doesn't Know,,,,10/11,5.0,1004140800,CAN A BOOK GET ANY BETTER?,"&quot;What My Mother Doesn't Know&quot; is the best book I have ever read. It was written for teenagers, but my mom read it, too, and she really liked it. Sonya Sones is the best writer in the world! Her books are so funny and easy to read. I thought &quot;Stop Pretending&quot; (also by Ms. Sones) was the best book ever, but now that I have read &quot;What My Mother Doesn't Know,&quot; I think it is even better.I would reccommend this book to EVERYONE! It's a great book for book reports, because even though it looks long, you can read it in an hour and a half. If you have a teenager who doesn't like to read, I can guarantee that they will like this book.EVERYONE LOVES THIS BOOK! Lots of my friends (including boys) read it too, and they all love it. It also makes a great gift. I give it to my friends who haven't read it for their birthdays now.If you don't read &quot;What My Mother Doesn't Know,&quot; you are truly missing out on the book of a lifetime. It should be ranked number 1 on Amazon. I can't wait for Ms. Sones to write her next book!"
1590303296,Black Elk in Paris: A Novel,,A1YZ3IJXI2J119,"Reader Views ""Reviews, by readers, for readers""",0/0,4.0,1156982400,"Friendship, compassion and love abound","Reviewed by Ellen Hogan for Reader Views (8/06)This is the story of Philippe Normand, a doctor in Paris, in the 1800's. Among his patients is the Balise family - Mr. & Mrs. Balise and their three daughters Cecile, Clarisse and Madeline (Madou). When Philippe would call on the Balises he would invariably be invited to supper with them, and actually looked forward to dining with the family whenever he could. Philippe counted among his close friends the Balise's daughter Madou. After the meal they would go for a walk, and just talk about anything.Mr. & Mrs. Balise confided to Philippe that they were concerned about Madou going to visit a Wild West show after dinner each evening. They thought she was getting too involved with a certain Native American named Choice. Philippe accompanied Madou after dinner to meet Choice who did not speak French, but had no problem making known what he wanted to say to Madou.When the show left Paris, Choice did not leave. Madou moved him into the Balise's apartment, and he became ill almost immediately. Philippe could not discern what was causing the problem, and decided to take Choice to the mountains. They wanted to see if the wide open space was what he was pining for. Madou told Philippe that when Choice got better that she was going to accompany him back to America. This news greatly disturbed Philippe. The time in the mountains seemed to help Choice, but after arriving back in Paris he fell ill again.Philippe asked one of his doctor friends to come and see if he could determine what was making Choice ill. Around this time another Wild West show came to town, which happened to be one Choice had once been associated. Madou contacted the show and found a friend of Choice's, learning that his name was indeed Black Elk. Madou gathered enough money to send Black Elk home again; she however, stayed in Paris.The story shows the friendship between a doctor and his patients, and the relationship each memorable character had with each other, and with Black Elk. Mrs. Balise worried about having Black Elk in her home and what the neighbors would say, while for Madou, it was the most natural thing in the world to have him stay there. The friendship and ultimate marriage of Philippe and Madou is almost an afterthought to the story.Friendship, compassion and love abound in this delightful story of two men and one woman.Received book free of charge."
B000FI7DM0,Five Smooth Stones,,A1F7YS3T7ZU2E3,cookie,0/0,5.0,1334102400,Still great!,"I first read this book in the summer of 1969. It has come back to mind many times in the intervening years. I've often wondered if it was as good as I thought, or just such a new perspective for my small town young self. Upon rereading, I realize it is a really meaningful book. It has stood the test of time very well. However, it is disappointing to see that many of the inequities of David Champlin's life still exist 45 years later. This is a really good read for anyone interested in the Civil Rights issues, or in expanding their perspective beyond themselves. The Kindle edition has a lot of ""typos"", but is well worth reading. Thanks for making it available again,."
0739315900,Oh My Stars,,A1RKD1I8MW1LG6,BeachReader,4/7,3.0,1117411200,I want Patty Jane!,"While this book was not bad, it just did not measure up to the first book of Landvik's which I read, ""Patty Jane's House of Curl"". I loved that book, but merely liked this latest one. I found parts of it to be verrrrrrry slow and just wanted to get to the end. It took me 10 days to read it, which to me says ""this is not a book that was compelling"".The synopsis has already been written several times, so I will not go into that....suffice it to say that the story was ""just okay"" in my opinion. I liked Violet and ""the boys"" but they were not nearly as fleshed-out as Patty Jane and her family and friends.I also felt that after dragging out the story of the first couple of years, the book/ story was concluded too rapidly."
B0006EAC1C,Our man in Havana (Heron books),,A11J17A2HNP5FQ,martn alexandro,0/0,4.0,954115200,"A funny, yet nice, reading book","I read this book for my English classes, but, I have to admit, without any interest. But when I went further on reading I liked it a lot. Having read more than 30 books in English [Including Hamlet, Romeo &amp; Juliette, etc.] I must say that THIS IS THE PERFECT BOOK FOR EVERY ENGLISH STUDENT! [At least if you study English as a foreign language]..."
B000JJPQMY,"I'm Not Mad, I Just Hate You! A New Understanding Of Mother-Daughter Conflict",,A3PHV2448804FK,Kristine Vogel,14/14,5.0,1174953600,What a relief!,"This past summer my husband and I were devastated with our 16 yr old daughter's sudden behavior change. It was horrible. I went on Amazon to try and find some books on parenting teens in today's day and found this one. What a relief! As I was reading the case studies I cried, I swore they were some of my experiences word for word. If anything this book gave me comfort in knowing that I was not crazy and I was not alone. It also gave examples of the appropriate way to respond to different situations(in addition to counseling and a lot of praying). I've since recommended this book to our pastor and two other mothers who had sudden similar experiences. This is a must read for any mother with a teenage daughter!"
0786707038,Cannibal Killers: The History of Impossible Murders,,A1SEF9NGKI0A2S,Diane E Rydell,1/3,5.0,966297600,cannibal killers,"I FOUND THIS BOOK SO HARD TO PUT DOWN ONCE I STARTED READING. IT SCARED ME TOTALLY TO THE POINT THAT I FOUND IT DIFFICULT TO SLEEP. IF YOU MUST READ THIS BOOK WHICH I HOPE YOU DO LEAVE THE LIGHTS ON AT NIGHT. THE CONTENTS OF THIS BOOK WAS WELL STUDIED, THE AUTHOR KNEW JUST HOW TO PUT IT ALTOGETHER TO WHERE IT WOULD MAKE YOU KRINDGE AND WANT FOR MORE. I DID, THE AUTHOR GOT INTO THE MINDS OF ALL THESE KILLERS AND LET YOU IN AS WELL. GREAT READING. SO HARD TO PHANTHOM THAT THIS REALLY HAPPENS IN LIFE SAD."
0761535357,"The Servant Leader: How to Build a Creative Team, Develop Great Morale, and Improve Bottom-Line Performance",,A30PWILA9O8ZAR,"Jesse Stricker ""JCS""",0/0,4.0,1241913600,Servant Leader,"I should have written this book. The principles in this book contain the principles by which I have always tried to operate my manufacturing company. After I finding the book and reading it for myself, I bought copies for my key employees and we did a book study together to reinforce our commitment to being a servant leader company to our other employees and our customers."
B000JCVP30,Breakfast of Champions,,AE8OKZHJW1QRL,Shleny,0/1,5.0,1261872000,My first Vonnegut book.,"About 8 years ago i read tnis book while an a extensive backpacking trip, the book i brough was ruined so i borrowed it from a friend. When I started to read i had know idea what it was about or who Vonnegut was. Soon after reading it i became an obsessed Vonnegut reader. And still to this day its my favriot read. is quirky, symbolic and synical, funny and clever. its a great beginer book to vonneguts world."
1578210615,Alien Encounters,,A16R2I6AGL4NQW,BRIAN R GIBSON,0/0,5.0,1360195200,"SUPER DEAL, FAST SHIPPER &","SUPER DEAL, FAST SHIPPER & INCREDIBLY EDUCATIONAL AND EYE OPENING . DO YOU'RE FOLLOW UP ON YOUTUBE ONCE THIS SPARKED YOUR INTEREST..."
0761451498,Recycle Every Day,11.53,A1XFNGJ2BMGKAZ,Jeanne Anderson,0/0,4.0,1359590400,Bunny Family Recycles,"This is a good book for a teacher of young children to read to her class. The bunny family recycles everything, books, clothes, bottles, cans and so on. There are diagrams that show the different ways we can recycle and how to tell what can be recycled.It is very cute how it is written towards children yet does inform on the importance of recycling and how we can do it. It shows the bunny going to school and the whole school is involved in the recycling project.Nice teaching tool and good to read with your children and then have a conversation about the subject."
0800759311,Angel Unaware: A Touching Story of Love and Loss,7.05,A1L56567Z34JWV,BARBARA BURLEW,0/0,5.0,1314921600,Angel Unaware,"I had read this book several years ago and was very touched. When I shared it with a mother with a seriously ill child, she said it was a comfort to her and helped to change her feelings about what she knew was ahead for her and her husband. I buy the book now to share with other parents.BB/Humble, TX."
B000N6MGWQ,Five People You Meet in Heaven,,,,3/5,1.0,1073692800,A Quick Yet Painful Read,"I had heard about the subject matter of the book and the premise intrigued me. It was such a creative idea that you meet five people in heaven that tell you about your life and why things happened as they did. Maybe my expectations were too high but I did not enjoy the book. The book jumped around a lot from past to present. Many of the scenarios presented in the past were uninformative and not necessary to the plot or character development. The focus was mostly on the main character, Eddie, and his actual life and not his afterlife. The sections on his afterlife were brief and very disappointing. I was expecting some profound words about life and life's lessons but the author's take on the meaning of Eddie's life was a disappointment. I finished reading the book only out of curiosity as to why others found the book interesting, and in hopes that it would get better. I would not recommend this book for it did not captivate me nor cause me to think."
B000U2EWEI,One Flew Over the Cuckoo's Nest,,A1CFYDOUBTT6NP,Lindsay,0/0,5.0,1127952000,Awesome,"McMurphy is the new guy in Bromden's ward who comes to save the inmates from the Big Nurse. From the moment he steps into the ward McMurphy is trying to lighten the spirits of the inmates. He starts off small by greeting everyone in the room when he first arrives, but he does not stop there. He continues his crusade by sticking up for individuals in group sessions and by gaining privileges such as the tub room and a basketball team. Why does McMurphy go out of his way to give the inmates a sense of freedom? McMurphy has plenty to lose when he invokes the Big Nurse's wrath. Not only can he be sent to the Disturbed Ward, but he can also receive shock therapy or be sentenced to additional time in the mental institution.The novel is told from the perspective of Bromden, a half Indian patient who pretends to be deaf and dumb. The patients of his ward have slipped away from themselves and into routine. When McMurphy is brought to the mental asylum the Big Nurse's ward is turned inside out. After sometime the patients warm up to this interesting Irishman and their lives are changed forever through their escapades.This is a great novel. I love Kesey's portrayal of the metal ward from the ""Chief's"" perspective. Kesey's style allowed me to relate to a group of people that I would normally have trouble identifying myself with. I enjoyed this book completely from cover-to-cover. I am extremely glad I read this novel; I just wish I had done it sooner. I enjoyed the novel so much that I would never consider watching the movie. Although I have heard a great deal about the movie I do not think I would ever watch it. I doubt that any performance could ever do my image of the crazy Irishman and the tall ""Chief"" justice."
0553574523,The Pill Book (7th Revised Edition) (7th ed),,A3OFKKGOES7RJ,Lynette E. Lobb,0/0,5.0,1167782400,The Pill Book (12th Edition),This is a great reference book to help understand what medications do and how they interact.
B000QTD65Q,Little Heathens: Hard Times and High Spirits on an Iowa Farm During the Great Depression,,A197LKZI8QZVQW,Wimama,0/0,4.0,1252022400,"Depression-era farm life, from a girl's perspective","My father grew up in North Dakota during the ""Dirty Thirties"" (a phrase I've never heard anywhere but from his family but it fits). He and his father were both great storytellers and their stories caused me to be quite fascinated with that time and place in history. This book was great for filling me in on a girl's perspective on Midwest farm life in the 1930's. I'm so glad she wrote the book--her generation is dying and with each death, so many memories die. At least what Ms. Kalish wrote here won't die."
B00017JIQE,Under the Banner of Heaven: A Story of Violent Faith,,AB57A7LCEBHCT,Lawrence Tung,7/13,3.0,1061942400,Good read but scary...,"THis is pretty easy to read. One can definitely finishes it over a weekend. It gives the reader brief history of Mormons. In addition to the comments by my fellow reviewers, I would like to add:1. The brothers have the fundamental belief and from the description of the book, pratice some kind of religious meditation that gives them the &quot;revealation&quot;. This is the most dangerous part of meditation, IMHO. For as far as I know, no decent buddhist student are allowed to have religious meditation without a guidance of a buddhism master. Some of students may need to stay with the master for 10 years until the master finally &quot;admit&quot; one as student. So, an ad hoc group like those groups in this book are really dangerous without a formal guidance.2. The author clearly is a not friend of Mormon but I will say he makes his disposition fair &amp; square with little moral judgement.3. I wonder how does a Christian solve the problem of faith in the scripture and the real life. Clearly, most people now abhor polygamy and surely, the main stream (reluctantly, as described in this book) dropped the teaching of polygamy. However, the scripture has implicitly say it and the prophet, Joseph Smith, did practice it.... The bible asked people to stone a woman ifshe commits adultery. Will a Christian really stone a woman? But, it is against the temporal law in most country. So, what is the truth? How could you tell this we should which but that we shouldn't?"
0765307154,The Last Jihad (Political Thrillers Series #1),,A15XT8FCW3F2TI,Mark Roberts,52/56,5.0,1038873600,What a Page Turner!,"OK... You can't judge a book by it's cover, right? But, with all of the positive comments that were on the book's cover it had to be good.Actually, it was better! I literally could not put the book down. I got it just before Thanksgiving and finished it with in 3 days.The plot is quite involved. Just when you think you have things figured out, there's a new twist. I don't want to give details of the plot as it will ruin the surprise of discovering the twists: just know they are there and that it makes for a fun read. One of the things that I liked about the main plot was it was so believeable. In fact, I heard about this book while watching the author, Joel C. Rosenberg interviewed on Hannity and Colmes. I heard Joel say that while writing the book, 9-11 hit and he had to do some adjusting to the plot due to how real his initial premise was to what had just occurred.The characters become your friends, just as in any good book. I liked the character development, much like a Tom Clancy novel, in that the reader seems to be drawn into a world of reality that most of us only see from the outside. How do they set up security boundaries for Presidential motorcades? How do they draw information out of a suspect that may be reluctant to talk? I have wondered about that very thing while hearing of some of the information drawn out of the actual Taliban prisoners held in Cuba. How do they get these ""loyal"" Taliban top aides to talk? I got an idea of how it might be done in Chapter 5...All in all this was one terrific read. If the first chapter doesn't get you hooked, then have a Urologist check out your adrenal glands. For the rest of us, lay off the caffeine. This book is a good substitute.My only complaint: It'll take Joel C. Rosenberg at least a couple of years to pound out another book..."
B0006BV6RY,Wuthering Heights (College classics in English),,A2J3TB174JKZED,JAD,4/14,1.0,1134950400,A Challenging Novel,"Some great works of literature are best lost to posterity and this one may head the list. Yet, we must read it if we are in an English Literature survey course.It is ponderous going... a classic of dreary proportions, encumbered by a depressing plot, set in dismal surroundings and peopled by dysfunctional characters.However, many other readers, many teachers and professors, many literature critics, genuinely love this book.- Perhaps it appeals to their current mood, or it speaks to having shared, in some way, the experience of one or another of the characters?- Perhaps they have loved long and deeply and found their love unfulfilled? Then Heathcliff speaks to their hearts.- Perhaps they have moved beyond a deeply felt love, for reasons that they cannot fully express or understand, all the while, still keeping deep in some hidden recess of their psyche, that love that will remain first or best or purest? We can see, then, why that reader might be drawn to identify with Cathy.A sad aspect of the book, however, is that it seems so hopeless, so dark, so fatalistic, so depressing. An over identification with these characters might have an adverse effect on a susceptible reader.The reality is, if you are more or less happy in who you are and who the other beloved people in your life may be, then you will probably find very few connecting points with these benighted main characters. If so, I will offer you this hint......Watch the DVD of Larry Olivier and Merle Oberon, dear student, before you read. They play fast and loose with the plot, so you still have to read the book to ace your test or write your essay. But at least you will have some visual hints of beauty to keep in mind as you labor with this challenging novel.If you find this review helpful you might want to read some of my other reviews, including those on subjects ranging from biography to architecture, as well as religion and fiction."
0330487965,Red Tent,,A29U4XENPTHWFV,Alexis Cataldo,0/0,5.0,1023408000,A beautiful look into one of the stories of the bible,"The Red Tent is a fine book about the barely mentioned Bible story of Dinah, a girl who grew up in a different world from what we live in now and her sad story. This book is more appealing to a female audience but a book that should be read by everyone. The book begins before her birth, settling the audience into the time. The author does a wonderful job of grabbing the reader by the collar and dragging them into the book, with the audience looking through the eyes of Dinah her story is one that could cause laughter or salt tears."
1892213125,"Sailor Moon Supers, Vol. 1",,A2FFWZTJOT6GN0,alternategod,0/0,4.0,949536000,Really good except for translating errors,"Sailor Moon SuperS Vol 1 is the first manga that I ever received or read. It is very good and definitely encourages my thirst for Japanese Animation as a whole. I recommend that before you read this Manga you become fairly well acquainted with the Sailor Moon series as the TV show has only gotten through Sailor Moon R in the U.S. and this book assumes that you know the characters from the beginning. The only real problems with the book are in the translation to English as some key names were mixed up and some of the storyline is a bit garbled in a very difficult translation between two languages that do not work well together. Like I said, a good read overall as long as you are fairly well acquainted with the Sailor Moon series and characters."
B00007GW40,XML Developer's Guide,,,,5/6,3.0,998438400,Disappointed,"This book may cover lots of ground, but it seems that I can not find anything in the companion CD. The book lists code fragments and refer the complete code to the CD. There is no src for chapter 6 (DOM). Src list is incomplete for chapter 7 (DOM).I have not found a DOM API, I have not found an evaluation (or recommendation) of DOM parsers. The book may be OK, but the CD is horrible. The web-site is lot much better either."
B000N5WEN8,A Pirate Looks At Fifty (SIGNED),,,,0/0,5.0,902707200,"If you live by his music, you'll love this book!!","This book reiterates everything that he sings about in his wonderful songs. I especially loved reading the sections that dealt with his children (swimming nekkie in a waterfall, etc.). Jimmy helps us dream and, with the help of this book, he stretches the dream just a little farther. I also think that non-Parrotheads will enjoy this book."
B000NDWHDM,The Outsiders (Adapted for the Stage),,A2USH1D1R4PD1X,"Cindy M. Jones ""Life is short when Joy is abs...",0/0,5.0,1231459200,Outsiders brings you in,"My daughter, who absolutely hates to read, watched the movie and asked for the book. She has read it two or three times and says the movie doesn't do the book justice."
B000MV87QQ,"Geometry and Its Applications, Second Edition",19.79,A2JVU0JM0E1PCE,Ms. Math,5/5,5.0,1135296000,Good practical book,"This book is a good college level textbook, with a lot of practical applications for geometry. Good for a college text to prepare geometry teachers to deal with questions from students like, ""What will I ever need to use geometry for?"" I really liked that the book has solutions to the odd numbered problems and the sections in each chapter on how geometry applies to everyday problems faced in physics and engineering. The CD was a nice supplement to use with geometers sketchpad."
B0007DWEOU,"The Screwtape letters,",,A1F8GH7CR68P59,"A. G. Plumb ""Greg Plumb""",3/4,4.0,982195200,I hope Screwtape didn't enjoy his nephew too much!,"You see, Screwtape's nephew's incompetance is rather good for us - the tempted. Lewis was such a great writer. He wrote so clearly - often it's as if there are no words coming between the writer's ideas and ms - the ideas flow with no interpretative medium at all. What a great idea to look at temptation from the other side - and then to reveal so many brilliant insights. Perhaps it should have been longer!!"
1884089860,How to Build Big-Inch Chevy Small Blocks (Cartech),,A3VXPW1RGHHOR2,"Luis G. Borja Ortega ""yoix33""",1/1,5.0,1151798400,The best book ever!,It is the best book for mofifiand the small block and get the most power you can. I am really happy with it.
